,FRASE,OBJ/SUBJ
66," no entanto , quando um rico investidor aculeado chega à região , que quer comprar vastas extensões de terra pertencentes a fazendeiros privados e usá-la para seus próprios planos , tam se recusa a desistir de sua terra , o que para ele significa eterna labuta e pobreza , mas também a herança de seus ancestrais e um símbolo de independência e liberdade .  ",objetiva
67,e é mesmo possível lutar contra eles ? ,objetiva
68,alex tem number outros colegas que também foram trazidos para esta escola involuntariamente . ,objetiva
69,concerto de natal da orquestra de instrumentos folclóricos e coro de meninas de vus rondará a da igreja de st . joão de nepomuck em praga . ,objetiva
70," o curta-metragem espanhol estrangeiros é sobre um jovem pobre chamado cruz , que veio de madri com a visão de uma vida melhor .  ",objetiva
71," o próprio osso number é capturado por uma gangue , mas encontra apoio inesperado na linda garota brigaria , que o liberta .  ",objetiva
72," evi tem pouco tempo livre entre o trabalho e os deveres da maternidade , mas é jovem e quer aproveitar a vida .  ",objetiva
73," a garota também diz ao garoto que ela sabe pelos demônios que curou não é um garoto comum e que ela conhece uma parte significativa de seu segredo que os tornaria próximos , ou pelo menos se entendessem de várias maneiras .  ",objetiva
74,mas às vezes acontece que o dinheiro e as festas loucas que o sucesso traz cegam os olhos das pessoas . ,objetiva
75," são pessoas que passaram por três regimes políticos e hoje o estado lhes dá uma pensão mensal de number reais , da qual têm que sobreviver .  ",objetiva
76," a dramática história filmada em uma coprodução israelense-americana é baseada no romance panther in the celular , escrito pelo famoso escritor amos oz .  ",objetiva
77," a comédia francesa , dirigida por thierry insisti , conta a história de um casal de cinquenta e poucos anos que está prestes a realizar seu antigo sonho - ir para a índia .  ",objetiva
78," em seu planeta natal , pornô mongol , toda a população está se tornando irremediavelmente obcecada por sexo , e apenas flesh gordon e chez jerkoff podem parar seus raios e salvar a virtude humana .  ",objetiva
79," o grupo não é apenas ameaçado pelas tribos originais que habitam os locais , mas também pela rivalidade mútua , pela perspectiva de glória e , por último , mas não menos importante , pela ganância .  ",objetiva
80," me és amor depois de vários meses de investigação , o comissário largarão não está mais perto de pegar o serial killer e as vítimas continuam aumentando , já são cinco .  ",objetiva
81,a emocionante história de santiago reencontra ( auno becker ) continua na sequência repleta de ação gol number . ,objetiva
82," o primara testador helmer , um médico que não revela tudo relacionado com a dinamarca , que olha para a sua terra natal com um telescópio todas as noites , a suécia , mas infelizmente uma operação falhou e para não ser julgado por isso , tenta esconder todas as pistas que levam ao seu delito , mas o diretor jorge en drogas já tenta impedi-lo , que , entre outras coisas , chantageia o filho do diretor do hospital , monge , porque sabe que foi ele quem fez um certo ato para por favor , a chefe do laboratório do sono , camila .  ",objetiva
83," feliz en te , davis faz amizade com uma ex-colega de classe que , como ela , ainda não superou seus dias de colegial .  ",objetiva
84," no number terceiro ano do grammy categoria , podemos esperar , entre outros , madonna , que tem um total de number indicações este ano .  ",objetiva
85," para reembolsá-los , ele aceitou um emprego extenuante como empregado comum em uma grande companhia de seguros , que é severamente governada pelo diretor tubarão senhor . skate .  ",objetiva
86,o filme astenia love consiste em três cenas baseadas em diálogos idênticos . ,objetiva
87,este filme emocionante e fascinante revela a tecnologia por trás das montanhas-russas que nos mantêm subindo e descendo . ,objetiva
88,the smoker's hit foi seu avanço para orçamentos maiores e um público mais mainstream . ,objetiva
89,baseado na peça homônima de a . acodem . ,objetiva
90," porque ele tem uma ideia completamente diferente sobre publicidade e também é terrivelmente distraído , o que leva as pessoas ao seu redor a situações completamente inacreditáveis ​​e , por outro lado , as provoca muito contra ele .  ",objetiva
91," o protagonista aqui é um designer moral , que ocasionalmente para para cantar para desfrutar de algo diferente de seu trabalho .  ",objetiva
92,a tríplice fronteira influenciou significativamente tanto os destinos humanos específicos quanto todo o desenvolvimento histórico da área . ,objetiva
93, esqueça ' aza en e a arte da manutenção de motos ' !  ,objetiva
94," um ex-agente do governo , snow é teimoso e intransigente .  ",objetiva
95," quando ele mostrou suas habilidades , o povo local o aceitou entre seus discípulos .  ",objetiva
96," as pistas levam à legião estrangeira francesa , cujos membros estão lutando contra o vier minha na indochina .  ",objetiva
97,de és cubra o que acontece a seguir nesta adaptação para a televisão . ,objetiva
98," como são criadas as teias de aranha , como ocorrem os rituais de cortejo ou como funciona seu sofisticado método de caça ?  ",objetiva
99,el és podem até revelar se alguns dos dinossauros conseguiram sobreviver em nosso tempo . ,objetiva
100,o filme foi criado combinando tecnologia de animação 3d de ponta com pintura clássica . ,objetiva
101,os planos do quarteto estão cada vez mais ousados ​​e suas fugas cada vez mais ousadas . ,objetiva
102," em number , a famosa comédia do dramaturgo francês kg . federá bug in the head estreou no teatro minorada sob a direção de václav gude reik .  ",objetiva
103," thierry , um estudante , quer comemorar seu aniversário com seu colega de quarto , o haitiano henri , e com um par de garotas vendáveis ​​que ele conhece por acaso em um bar .  ",objetiva
104,ele não gosta disso e decide ser professor e começa uma escola primária . ,objetiva
105," mas enquanto isso , carol já havia enviado uma carta para kátia , esclarecendo tudo e incluindo fotos de família .  ",objetiva
106," conta a história de mao zedong , que nasceu em uma família camponesa , cresceu entre camponeses e gradualmente se tornou um excelente estudioso , membro do congresso do partido comunista chinês e , finalmente , seu presidente .  ",objetiva
107,a escola é realmente um bom treinamento para a vida . ,objetiva
108,o café é uma metáfora para a incerteza política e pessoal em que esses exilados estão presos individual e coletivamente . ,objetiva
109," o famoso representante da arte italiana antonio liga-me ( number ) é o personagem central do filme , que homenageia a personalidade especial e o trabalho notável deste pintor - um artista ingênuo da boca do pó .  ",objetiva
110," mas a interação também pode ser involuntária e , portanto , os animais devem ter cuidado . todo animal da savana conhece e usa rotineiramente as habilidades e a presença de seus ' colegas de quarto ' .  ",objetiva
111,dia independente é obstinada - treinando para se tornar uma dançarina tradicional nepalesa . ,objetiva
112,as pessoas se revoltam e folie consegue acalmá-las . ,objetiva
113,o filme descreve um assassino que mata várias meninas e rouba um par de sapatos de cada uma delas . ,objetiva
114," o plano de resgate é arriscado , a missão é suicida , mas a hora da última esperança é agora .  ",objetiva
115," selem começou assim a era do pico do boneco tcheco , ou seja , do filme de animação , que também foi premiado em festivais internacionais de cinema .  ",objetiva
116," enquanto isso , a ordem é dada para a força aérea atacar .  ",objetiva
117," a personagem de rotando , o autor da peça , com a qual a produção foi enriquecida , foi encarnada por já . santorais a .  ",objetiva
118," nele , o motorista de transporte de longa distância karen marek ( já . gol a ) foi condenado há quatro anos por contrabando de objetos de arte através da fronteira .  ",objetiva
119," algumas semanas depois de voltar para casa , os médicos a diagnosticaram com um tumor cerebral .  ",objetiva
120," mais uma vez , a televisão nova e a televisão eslovaca mareia estão dando a outros cantores promissores a oportunidade de entrar na mente de tchecos e eslovacos .  ",objetiva
121,perry e sylvester estão acampando no deserto quando são abduzidos por um disco alienígena que voa para a terra para coletar amostras da vida local para um estudo mais aprofundado . ,objetiva
122,alguns rapidamente se voltam para o roubo . ,objetiva
123,retrato cinematográfico de poloneses na grã-bretanha na história de novos imigrantes poloneses . ,objetiva
124," o rio escuro é o alto paraná na argentina , cujas margens eram , na época do filme , uma paisagem de sofrimento sem fim e da morte de centenas e milhares de trabalhadores argentinos , contratados para pentear as folhas das árvores de erva-mate , das quais bebida popular é feita .  ",objetiva
125,mas a esposa morta ainda não disse sua última palavra . ,objetiva
126,ela então faz com que heather a atropele levemente com seu carro . ,objetiva
127,mas a nova sensação de liberdade sem precedentes trará consequências inesperadas . ,objetiva
128,essa és dois mundos se cruzam inesperadamente em um emocionante retrato de longa-metragem da vida de dinheiro na pertinaz e seu fim brutal e sangrento . ,objetiva
129,o principal guia do filme é o artista da série stuart encenou . ,objetiva
130,dizem que o sangue só pode ser lavado com sangue . ,objetiva
131," em um campo de treinamento paquistanês , os prisioneiros soviéticos detidos ali se revoltaram .  ",objetiva
132,e como ele deve contar ao pai ? ,objetiva
133," depois de um tempo , quando a mulher descobre quem é xiao-yong , ela tem que tomar uma decisão crucial .  ",objetiva
134,a minissérie em quatro partes produzida pela abc trata em detalhes do fictício e historicamente maior roubo de dinheiro na grã-bretanha . ,objetiva
135," ao longo de doze anos , foi criada uma obra que surpreendeu e cativou o público da filmoteca deste ano com sua extraordinária autenticidade .  ",objetiva
136," no entanto , eles ainda não conseguem encontrar a garota desaparecida , então provocam um conflito entre os ciganos e os traficantes de pornografia tchecos .  ",objetiva
137," ela sonha em se tornar maestro , mas ninguém leva suas ambições a sério .  ",objetiva
138," no entanto , a menina foge e o único vestígio é o chinelo que ela perdeu .  ",objetiva
139," não és se caso , porém , o material em preto e branco reforçou o tom trágico da história do amor traído .  ",objetiva
140," che - suga park ( se - young park ) é uma jovem emancipada que , com sua aparência , determina a direção em que as meninas de toda a escola se vestirão nos dias seguintes .  ",objetiva
141," depois que ele tenta sem sucesso matar um professor com uma faca , ele é colocado em um reformatório .  ",objetiva
142," a história , que se passa principalmente nos arredores pitorescos da piscina da primeira república , oferece muitas surpresas na forma de performances inesperadas de estrelas atuantes e cantoras , que homenageiam a dama do swing tcheco .  ",objetiva
143," no entanto , ambos sabem que seu caso é apenas temporário .  ",objetiva
144," book ainda não se apaixonou por todas as garotas da fraternidade , mas book conserta isso organizando a venda de todas as bonecas de sua fraternidade .  ",objetiva
145," como cada um dos turistas tem uma personalidade diferente e um defensor de uma cultura diferente , tudo parece dar errado até um dia quando um dos passageiros mais velhos ir gordon ( richard refuses ) mostra a geórgia como olhar pelo lado positivo .  ",objetiva
146,um grupo de ladrões planeja assassinar um policial para distrair as autoridades de sua própria cena de crime do outro lado da cidade . ,objetiva
147," durante os onze anos que passou na prisão , ele estudou os escritos de marx e mao e começou a exigir uma grande reforma prisional em cartas que publicou com a ajuda do editor idealista david dryer .  ",objetiva
148," a segunda parte foi realizada no the omni hall de atlanta , onde quatorze mil espectadores assistiram às seis partidas seguintes , cuja final foi organizada por eric clair e civita balofa .  ",objetiva
149,suas vidas estão em perigo a cada minuto que passam nesta ilha amaldiçoada . ,objetiva
150,a crise entre eles será aprofundada com a chegada do ex-noivo de julia . ,objetiva
151," twist , rock'n ' roll , marilyn monroe e bufos , que estava crescendo nos anos sessenta .  ",objetiva
152," enquanto isso , o ex-presidiário , agora um homem respeitado e de grande coração , cuida da doente cantina e em seu leito de morte promete cuidar de sua filha consente , que está se escravizando na pousada do astuto bandido thernadier .  ",objetiva
153,e é exatamente isso que alina gostaria . ,objetiva
154," o show lida com seus amores não correspondidos e perdidos e revela que , ao mergulhar completamente no mundo do romance , ela estava realmente fugindo de uma realidade muito mais sombria que a assolava .  ",objetiva
155," mas quando rachel para de sonhar com estudos futuros em uma escola particular e na universidade de harvard , e em vez disso se concentra em meninos e sua própria autossuficiência adulta , lauren de repente vê nela a mesma rebelde que ela era - number anos atrás .  ",objetiva
156,diz - se que seu filho cuba viu alguém em seu quarto e identificou um dos membros da equipe - a mãe do pequeno não . ,objetiva
157," aos tradicionais convidados deste evento cultural , a filarmônica bom . martin a alina , o coro do ginásio veleira de estojar e jia ai palia com radia anã , juntar-se - ao este ano aos irmãos václav e jane nescau a , um coro negro da zâmbia e um trio de jovens cantoras femininas .  ",objetiva
158," portanto , os especialistas prestam muita atenção à investigação desse fenômeno .  ",objetiva
159,pô de guiar emil afastar a violência e a oferta financeira que o espera ? ,objetiva
160," composição musical específica e letras peculiares que beiram o humor absurdo e a poética surreal são típicas da maioria dos sucessos conhecidos da banda , como lize , captain dog , marx , keynes , beatles ou hare and goat .  ",objetiva
161," ele nem se lembra do próprio nome , muito menos da placa do carro incriminador .  ",objetiva
162," este documentário traz entrevistas exclusivas com os únicos alemães sobreviventes que desembarcaram em solo canadense durante a guerra , e com a empregada que denunciou um espião alemão na pequena cidade de jaspe .  ",objetiva
163,vaca la cumbe nos faz pensar no que está em jogo para realizar seu sonho . ,objetiva
164," jon voight interpreta fanny , eric roberts interpreta buck .  ",objetiva
165," na verdade , não muito normal , mais como um pouco rebelde sem causa .  ",objetiva
166," a puja raimunda , a planta alpina mais alta do mundo , é da família das bromélias , cresce até dez metros de altura e floresce apenas uma vez a cada cem anos , revelando até dez mil flores por vez .  ",objetiva
167," a gravação nas línguas checa , polaca e  polonesa traz uma homenagem completamente única e impressionante à região , às lendas e anomalias de teína , à cidade dividida , até ao elétrico perdido , ou aos jogadores de hóquei no cidade siderúrgica próxima .  ",objetiva
168,uma equipe de detetives resolve casos criminais típicos da época . ,objetiva
169,um famoso médico ciumento vê sua esposa flertar com seu amante . ,objetiva
170," além disso , mais e mais pessoas estão começando a morrer na área .  ",objetiva
171," aba fugiu para a holanda em busca de uma vida melhor , mas por enquanto vive em um albergue com outros refugiados e trabalha ilegalmente .  ",objetiva
172," no local , eles se unem ao misterioso taylor ( scott mechlowicz ) e mudam seus planos sob sua influência .  ",objetiva
173,hedda promete privar louvor de sua felicidade . ,objetiva
174," durante esse tempo , ela conseguiu devastar completamente o meio ambiente local .  ",objetiva
175," sem as necessidades básicas da vida , no calor escaldante , eles vagam mês após mês , morrendo um após o outro .  ",objetiva
176," um dia sua empregada decide realizar seu sonho e é certo que , pelo menos para ela , a situação logo mudará para melhor .  ",objetiva
177," não que ele tenha más intenções , mas , como sempre , suas ideias muitas vezes dão errado .  ",objetiva
178,o tema existencial é sublinhado colocando-o em um contexto neorrealista . ,objetiva
179," por amor , ele junta suas economias e compra um terreno no qual gostaria de construir uma casa para sua esposa .  ",objetiva
180," na vida , porém , não é tão fácil jogar fora o fardo . isto é , velhas certezas aparentes , dogmas , hábitos .  ",objetiva
181,não é possível que ele seja tão perfeito . ,objetiva
182,o documento descreve parcialmente o princípio do sistema financeiro e o movimento do dinheiro durante a segunda guerra mundial . ,objetiva
183,ele inventou behind the black rainbow enquanto se lembrava de como quando criança ele olhava para as capas de fitas de vídeo de terror de ficção científica de filmes bom e reconstruía diferentes histórias por trás delas . ,objetiva
184,jaci barato afã e karen he emane nos papéis principais da comédia de milan kundera . ,objetiva
185," o violonista do leasing cumpris , billy julius , comentou apropriadamente sobre o discurso :  acredito que quando as pessoas olharem para trás e realmente olharem para quem eram as big bandas , elas não esquecerão o rush .  ",objetiva
186,el és são uma das primeiras bandas tchecas que ensinaram a maioria das estações de rádio tchecas o que é realmente a música de dança - música que você pode dançar . ,objetiva
187," combinando elementos de terror , comédia negra , drama médico e fantasia sobrenatural , a série é uma versão americana da série dinamarquesa de lars von von , the kingdom .  ",objetiva
188,ele decidiu manter essa viagem em segredo de seus colegas de trabalho e de sua namorada . ,objetiva
189,parecia que tudo seria feito em poucos dias . ,objetiva
190,ele fica no rastro de uma gangue perigosa comandada pelo implacável senhor . rei ( chang yi ) . ,objetiva
191," alvin teimosamente orgulhoso , com visão ruim e falta de dinheiro , não suporta a ideia de alguém lhe dar uma carona para ver seu irmão .  ",objetiva
192,como ficar sozinho com ela por um tempo ? ,objetiva
193," comum en te és visões do mundo começam a colidir , os pontos de vista mudam .  ",objetiva
194," o monge beneditino , doutor em teologia , procurado guia espiritual caminhemos grã na é um dos autores espirituais de maior sucesso da atualidade .  ",objetiva
195," todos os meses , pacientes com câncer podem vir ao salão , onde podem cuidar do cabelo , maquiagem , manicure ou manicure .  ",objetiva
196,aspe colidiu com ,objetiva
197," a perigosa paixão por ideologias , o ponto de vista segundo o qual um ato é terrorismo ou um ato de luta justificada , assim como questões de moralidade básica são revelados no dilema de chiara , a única mulher em uma equipe de sequestradores em uma situação claustrofóbica . apartamento da conspiração , onde se ouve a voz desvanecida de seu prisioneiro e o pânico na tela da televisão , que sacode toda a itália para os lugares mais altos .  ",objetiva
198," o esquadrão de sebastião recua para novorossiysk antes dos alemães e dos petlyurians , mas lá os marinheiros foram surpreendidos pelas exigências alemãs para a libertação dos navios .  ",objetiva
199,o galpão no canto do seu jardim pode estar escondendo um tesouro ? ,objetiva
200," afinal , ela sente que o casamento deles não funciona há muito tempo e está pedindo o divórcio a daniel .  ",objetiva
201," georgiana , duquesa de demonstre ( number –1806 ) foi uma figura notável na história inglesa .  ",objetiva
202," em uma entrevista aberta , aurora descreve seu complicado relacionamento com sua mãe , atriz e supostamente a favorita de hitler , magda , seu padrasto , que provavelmente a abusou sexualmente , mas também sobre atuação e seu grande desejo de sair da caixa ' eterna sisas ' .  ",objetiva
203," mau it as vezes , a única opção é usar antibióticos fortes .  ",objetiva
204," na frança e na bélgica , o filme enfrentou reações negativas .  ",objetiva
205," a mãe , em particular , acredita que ele não é a pessoa certa para o filho .  ",objetiva
206," quando o medo surge de novo e de novo e você não pode se esconder dele , às vezes é mais fácil evitá-lo .  ",objetiva
207,a série de eventos que se seguem alimentam a curiosidade de will a ponto de ele se sentir inseguro . ,objetiva
208," todos os homens dariam qualquer coisa para estar com a atraente norah parking ( anne bater ) , mas ela espera pacientemente pelo retorno de seu grande amor - george , que está na coréia como soldado .  ",objetiva
209," suas vidas se cruzam com a vida de outro herói , o dono da fábrica , senhor . alam .  ",objetiva
210," os diários de seu espólio , que se tornaram a base deste documentário , representam um dos testemunhos mais significativos e pungentes sobre a vida nas condições sufocantes do regime anterior .  ",objetiva
211," el és até conseguem levar a carga original , ópio destinado a fins científicos , mas os piratas se apossam de várias mulheres da tripulação russa .  ",objetiva
212," o design de desenho animado , incluindo maias coloridas e galinhas dançantes , evoca uma maravilhosa atmosfera ensolarada de primavera .  ",objetiva
213,uma família pobre vive em um pequeno apartamento em uma casa velha e se depara com a escolha de pagar várias vezes o aluguel ou mudar-se . ,objetiva
214,a polícia logo descobre que sua primeira esposa também morreu em circunstâncias misteriosas . ,objetiva
215," kate está disposta a ajudá-lo a princípio , mas nenhum dos dois sabe que , além de nickname e kate , outro convidado chegou ao pub alemão , ainda escondido na bagagem do menino .  ",objetiva
216," o próprio bowie acrescentou ao clipe que a inspiração foi a necessidade moderna de vida espiritual , que , no entanto , não pode ser atendida pelas religiões clássicas .  ",objetiva
217," o fracasso não apenas ameaçará a carreira do próprio barde , mas a segurança de toda a sua família .  ",objetiva
218," a caminho da califórnia , o ex-xerife e famoso pistoleiro lufa ( barry cultiva ) se envolve no ferimento da dominadora rancheira jessica drummond ( barbara stanwycková ) e seus quarenta homens armados na cidade de dodge .  ",objetiva
219,sua rota leva através de um sertão após o outro . ,objetiva
220,galgam és hoje tornou-se o rei de toda uru e parecia que nada poderia ameaçar a paz de seu reino . ,objetiva
221," quando sobrecarregado com redes sociais , conectividade constante e uma enxurrada de informações , é difícil focar na vida interior .  ",objetiva
222,existem poucas figuras na história do século xx tão controversas quanto o imperador japonês hiroshima . ,objetiva
223," lisa spinelli ( maggie miller ) , de quarenta anos , vive uma vida chata e cinzenta nos subúrbios de nova york .  ",objetiva
224," o filme rendeu a jack leblon um globo de ouro e foi homenageado com outras cinco indicações ( melhor comédia / musical , roteiro , direção e performances de julieta mills e clive neill ) .  ",objetiva
225," um filme de aventura sobre bravos rapazes da taipa que , apesar dos obstáculos , procuram uma mina de cobre abandonada para se juntarem à luta contra um pretendente ilegal a esta mina - o caçador anilina .  ",objetiva
226," amazon number - piratas encontraram e enterraram um tesouro , eles foram seguidos por um papagaio que aparece anos depois na família de sam , de quinze anos .  ",objetiva
227," dona e seus filhos preferem fugir de londres para a propriedade da família aron , no condado de coronal .  ",objetiva
228," te it está , de cinquenta anos , leva uma vida extremamente chata , extremamente rotineira e extremamente sem vida em um hotel suíço não especificado .  ",objetiva
229," o tema principal é a relação entre o druida aflar e reagan , um órfão cuja mãe é morta por bandidos .  ",objetiva
230,east no . number é seu primeiro longa-metragem . ,objetiva
231," um dia , ela lhe conta uma lenda sobre um antigo cajado do templo que já pertencia a seu avô .  ",objetiva
232," o papel do detetive é assumido pelo observador e inteligente , mas também tímido e excêntrico estudante jagger , que supera seus problemas de gagueira cantando .  ",objetiva
233," e não é diferente desta vez , quando atinge a terra com uma força enorme .  ",objetiva
234,os problemas estão apenas começando e parece que o fim do mundo vai acontecer e a morte não está longe . ,objetiva
235,uma história sobre amor e ciúmes e as armadilhas da vida no circo na primeira metade do século passado . ,objetiva
236," tanto na boêmia quanto na vizinha baviera , essa tradição foi negligenciada e deixada de lado .  ",objetiva
237," além disso , o filho do prefeito conchais também está interessado em sri .  ",objetiva
238," no entanto , a alocação de terras não atrai apenas os colonos , eles também são seguidos por pequenos fraudadores e várias quadrilhas de ladrões e ladrões de gado que querem lucrar facilmente com a situação de ausência temporária de policiais .  ",objetiva
239," em number de janeiro de number , jane palanca , um estudante de number anos da faculdade de filosofia da universidade charles , encharcou-se com gasolina e incendiou-se na praça venceslau de praga .  ",objetiva
