,FRASE,OBJ/SUBJ
3627," após a morte de sua filha , dana ( kate beckinsale ) e david ( mel raido ) e seu filho lucas ( duncan pointer ) , de cinco anos , se mudam para a casa dos sonhos , uma antiga propriedade rural em ruínas .  ",objetiva
3628," a repórter alex ( jane semeou ) tenta obter o testemunho de duas mulheres afetadas dessa forma , mas encontra medo e silêncio .  ",objetiva
3629," dan barata & illustratosphere , o pianista de jazz emil ilice a e seu trio , martin chocar e a orquestra top band de jane emoliu vieram parabenizar a fora berlin em praga .  ",objetiva
3630,a historiadora canina ramirez irá apresentá-los a você um por um . ,objetiva
3631,assista a um pequeno filme de estudante sobre abandono e desapego . ,objetiva
3632,o artista se apresenta no salão art gouveia do grand hotel pupa em carlo vary . ,objetiva
3633,o poder estatal tentou explorar sua tragédia politicamente e para fins de propaganda . ,objetiva
3634," miguel também dançou no show , mas quinn o expulsou .  ",objetiva
3635," tudo é completamente diferente , mas tente provar !  ",objetiva
3636,mas uma coincidência o atrai cada vez mais fundo até que ele supera seu medo e decide proteger seu amigo e a justiça . ,objetiva
3637,el en a gosta de jogar clássicos antigos da década de number em seu laptop . ,objetiva
3638," ele é acusado de roubo , mas o pequeno joão o defende .  ",objetiva
3639," é um filme da série ' conversas com um agrônomo ' , filmes sobre grandes questões agrícolas , encomendado pelo ministério da agricultura da soviética ( film review number )  ",objetiva
3640," e mesmo que paul já esteja do outro lado , ele não quer trair o amigo .  ",objetiva
3641," no entanto , a estrutura e o conteúdo da obra ultrapassam em muito a dimensão apelativa e tornam-se uma complexa reflexão sobre a civilização moderna e sua relação com o homem , dividida em vários níveis .  ",objetiva
3642," ele a leva para casa , a coloca em um aquário e tenta tornar sua vida aconchegante de todas as maneiras diferentes .  ",objetiva
3643," um patriota ardente , o espadachim doto lung ( yunes hua ) tenta deter os mensageiros e recuperar o ouro .  ",objetiva
3644,el és achavam que um relacionamento baseado no sexo poderia durar . ,objetiva
3645,mas dora está livre e vai para calcutá . ,objetiva
3646,um homem com espírito empresarial e amante do desporto que viu nesta esfera uma oportunidade de negócio . ,objetiva
3647,mas um dia acontece um acidente e tolhido cai nos trilhos a caminho de casa na parada do trem e o único com ele na parada é mestrando . ,objetiva
3648," o que , é claro , ele e frank devem evitar , e ele também deu sua palavra a um grupo de jovens cientistas de que os protegeria .  ",objetiva
3649," uma visão única e dramática dos bastidores do perigo real e presente por trás de eventos esportivos como as olimpíadas , a volvo ocean race e o rally paris-dakar .  ",objetiva
3650,bojo anuncia que não quer mais continuar assim . ,objetiva
3651,a vírus tornou-se a maior ameaça de hoje . ,objetiva
3652,isso acaba sendo uma terapia especial para seu relacionamento cheio de mal-entendidos e queixas não ditas . ,objetiva
3653," a prisão de angola , no estado de louisiana , é um lugar infame que todo cidadão americano já ouviu falar .  ",objetiva
3654,a história de aventura de david zeisberger abrange mais de number anos de vida entre os índios . ,objetiva
3655," depois de um trabalho chato em um poço de petróleo no alasca , matt parte para a califórnia , onde conhece harley e vira sua vida completamente de cabeça para baixo .  ",objetiva
3656," mas do jeito que está no mundo é que os encantos das mulheres podem acordar até os mortos , então nem o tímido alfred ( interpretado por dustin hoffman em uma excelente atuação ) não foi poupado .  ",objetiva
3657," o filme é baseado principalmente na atuação do proeminente ator de teatro francês louis couve , mas também vale a pena mencionar a participação da estrela em ascensão odette prospero .  ",objetiva
3658," então eles embarcam em seu navio , o mayflower .  ",objetiva
3659," com a ajuda da defesa apaixonada de alan , jimmy é absolvido .  ",objetiva
3660," louis deixa margo , com quem tem um filho , e vai ver claudia .  ",objetiva
3661,era apenas uma questão de tempo até que esses bravos filhotes elevassem o nível e fossem ao cinema para sua maior aventura até agora . ,objetiva
3662,a tarefa de maior prioridade é encontrar o gato do governador e fazer com que seu gato me gatinhos com o gato do vizinho psit . ,objetiva
3663," jane é cativada pela beleza do lugar , sua história respirando em cada pedra , seu presente fervilhante .  ",objetiva
3664," da mesma forma , a mentalidade e as atitudes das pessoas mudaram para sempre e a era moderna começou .  ",objetiva
3665," johnny ( john wayne ) é um construtor de ferrovias para o investidor alexander ( cederia hardwicke ) , que é aconselhado por seus engenheiros a construir um túnel através de uma montanha .  ",objetiva
3666,não é fácil encontrar uma saída para esse relacionamento tempestuoso dentro de um triângulo amoroso . ,objetiva
3667," o escocês robert bruce decidiu lutar contra o tirânico rei inglês eduardo ai . declarou-se rei da escócia , fez-se coroar e iniciou suas campanhas contra a inglaterra .  ",objetiva
3668," a trama se passa principalmente no deserto , onde spears e os dançarinos dançam no chão ou mesmo à beira da piscina e em uma casa moderna .  ",objetiva
3669, ai nu aprende gradualmente todas as intrigas e kung-fu e se prepara para sua vingança bem pensada e acima de tudo implacável contra todos aqueles que a machucaram durante os anos de ' serviço ' no bordel .  ,objetiva
3670,oscar trabalha em uma agência de segurança e vigia uma mina de sal fechada . ,objetiva
3671," uma nova geração de caçadores de dinossauros embarcou em pesquisas sobre o dana dos ancestrais dos dinossauros , os pássaros .  ",objetiva
3672," giovanni está atrás de um assassino , pago por don duches , que está na prisão graças ao depoimento de giovanni .  ",objetiva
3673," quando adoece , parte para o campo , onde conhece uma jovem judia , ruth , que o lembra de sua mãe .  ",objetiva
3674," além do tema central , a provocação do filme de fênix a também está na colaboração com ex-músicos perseguidos e banidos pelo regime .  ",objetiva
3675," a história , ambientada na corte real francesa em meados do século vi , é cheia de intrigas .  ",objetiva
3676,um agricultor duro deve lidar com uma perda inesperada . ,objetiva
3677,a planície de barrando-se ainda era um terreno baldio na década de number e era um dos destinos de excursão dos cidadãos de praga . ,objetiva
3678,jarro é um guerreiro em seu próprio mundo . ,objetiva
3679," ao mesmo tempo , esse retorno é uma oportunidade para o autor tentar fazer um balanço dos anos de luta política e do que de fato ficou para trás .  ",objetiva
3680," ada parte ação da história bíblica do livro de gênesis sobre abraão , sara e agar e seus filhos - meio-irmãos .  ",objetiva
3681," foram utilizadas câmeras de lapso de tempo escondidas em ninhos , armadilhas fotográficas e câmeras com visão noturna .  ",objetiva
3682,alguns dariam tudo por insônia . ,objetiva
3683," esta misteriosa mulher nega ter matado douglas , mas se recusa a revelar qualquer coisa sobre si mesma .  ",objetiva
3684,marc vermont ( albert depoente ) costumava ser um dublê de cavalos muito procurado . ,objetiva
3685,lee procura aconselhamento jurídico de falando . ,objetiva
3686," ele se volta diretamente para seu superior com seu pedido e com sua abordagem provoca uma revolução , cujas consequências persistem até hoje .  ",objetiva
3687,um homem lendo um jornal bebe café aqui o dia todo . ,objetiva
3688," este par não é mais apenas sobre justiça e lei , mas também sobre vingança .  ",objetiva
3689,e às vezes dá um tapa na cara . ,objetiva
3690,o agente do governo jason jones ganha a habilidade de se mover super rápido . ,objetiva
3691," com grande relutância , ele aborda a tarefa de escrever um artigo sobre um homem africano que foi encontrado congelado até a morte por uma remota cabana na montanha .  ",objetiva
3692," é irônico , no entanto , que ele tenha feito isso na própria tela , em relação à qual sentiu desconfiança por muitos anos .  ",objetiva
3693," uma aluna da escola de cinema de lourdes tentará documentar o lugar mágico no sul da espanha , baba , como parte de seu trabalho escolar .  ",objetiva
3694,mas agora eles têm que compartilhar o território . ,objetiva
3695," quando o pai de grega ( steve zana ) ameaça mandar seu filho para a escola militar se ele não parar de falar bobagem , está parecendo um feriado de cachorro !  ",objetiva
3696," sob o sol escaldante em um pequeno porto italiano , não apenas ' the law ' está sendo jogado , mas muito mais está sendo jogado , sobre poder e dinheiro , paixão humana e amor e , acima de tudo , sobre dignidade humana .  ",objetiva
3697,o prólogo em si avisa o espectador que é apenas um filme . ,objetiva
3698," o filme , que analisa quatro estágios que se enquadram em diferentes partes do espectro de problemas com a bebida - do chamado consumo excessivo de álcool ao vício em álcool - oferece um olhar íntimo sobre homens e mulheres de diferentes esferas da vida , que compartilham sua luta com o álcool e seus efeitos prejudiciais em sua saúde física , relacionamentos e felicidade .  ",objetiva
3699," com uma abordagem inteligente , provocativa e estilizada , o filme bronson conta como mickey peterson se torna charles bronson , o prisioneiro mais famoso de toda a grã-bretanha .  ",objetiva
3700,este médico pode ver pelos testes que paulina está sofrendo de demência . ,objetiva
3701," no entanto , este filme quebra todos os mitos .  ",objetiva
3702," delire ladrou seguia atentamente os anúncios , classificava-os , respondia e encantava as mulheres que se submetiam a ele e confiavam nele , inclusive em seus bens .  ",objetiva
3703," cara és com en do na década de number , samantha adora filmes bom clássicos e monstros .  ",objetiva
3704,de és está vez sobre um fenômeno chamado jacques tati . ,objetiva
3705," ele é acordado por uma dor ardente no ombro e , quando olha para a ferida , fica literalmente horrorizado .  ",objetiva
3706,especial en te quando a própria base se torna instável e há uma aeronave funcionando por perto que parece ser a única chance de sobrevivência . ,objetiva
3707," no final , baby literalmente se transforma em uma jovem autoconfiante que nunca mais ficará presa em um canto .  ",objetiva
3708," gl en não trabalha intensamente com ela e logo se forma um vínculo frágil entre eles , que não está longe do amor .  ",objetiva
3709,number . - arizona - parque nacional do grand boreal - faça uma viagem conosco pelo cânion mais famoso e impressionante do mundo . ,objetiva
3710," zoufalov é uma cidade habitada por monstros e demônios , governada pelo tirano megalomaníaco lúcio , o abominável vii , que tem como objetivo criar o lugar mais desesperado para se viver .  ",objetiva
3711,ele quer navios dele para que os escravos livres possam sair da itália . ,objetiva
3712," recordação dos dramáticos acontecimentos de number - sobre a queda do regime comunista , o que o precedeu , a revolução de novembro e as consequências , bem como o estado de espírito da sociedade após o golpe .  ",objetiva
3713," gabriel não é apenas um membro da unidade tática da polícia , mas seus pais foram vítimas de um desses massacres .  ",objetiva
3714,o documentário da televisão tcheca examina a moralidade perversa do regime comunista dominante na tchecoslováquia na virada das décadas de number e number . ,objetiva
3715," o filme descreve fielmente a atmosfera horripilante durante o ataque cruel aos moradores inocentes do shopping , ao mesmo tempo em que retrata a coragem das pessoas comuns diante do assassinato em massa .  ",objetiva
3716," ele decide encontrar um emprego , mas não tem experiência em nenhuma área , por isso é difícil .  ",objetiva
3717," calar en tu é seu melhor amigo , mas no amor e na guerra vale tudo .  ",objetiva
3718," harry renuncia ao cargo em desgraça na véspera da partida de seu regimento , após o que recebe uma pena branca ( símbolo de covardia ) de cada um de seus três colegas e de sua noiva .  ",objetiva
3719," o pequeno max tem três anos , mas amanda está tão sobrecarregada com o trabalho que lenine decide encontrar uma mãe de verdade .  ",objetiva
3720," ela tenta fazer com que roland jardinar ( carl stockdale ) , filho de um comerciante muito rico , se apaixone por ela .  ",objetiva
3721,ninguém sabia que a atividade dos nossos voluntários no antigo campo de internamento dos interbrigadistas espanhóis deixaria tantos vestígios ainda no terceiro milênio . ,objetiva
3722," ela tenta criar seus filhos da melhor maneira possível , apesar de todos os possíveis obstáculos que a vida e seu entorno colocam em seu caminho na forma de seus vizinhos perfeitos e ricos e seus filhos perfeitos .  ",objetiva
3723," no documentário de co-produção , franzi reik dupla é retratado como uma figura criativa proeminente na arte da primeira metade do século xx , que estava em muitos aspectos à frente de seu tempo .  ",objetiva
3724,ar és solver os crimes mais graves e encontrar seus autores não é nada fácil . ,objetiva
3725," a destruição da metrópole japonesa não se deve a um desastre natural , mas a algo completamente diferente .  ",objetiva
3726," parcial en te ambientado na índia , um melodrama sobre maridos separados por diferentes profissões , com o diretor aguento e sua esposa anna bolota nos papéis principais .  ",objetiva
3727,existe uma empresa que sabe a receita exata para isso : a nestlé . ,objetiva
3728,um jovem é capturado e forçado a se tornar um rastreador a serviço de invasores que querem destruir sua tribo . ,objetiva
3729,os terroristas estão tentando obter dele informações sobre seu plano contra o presidente dos estados unidos da américa . ,objetiva
3730," o homem vem fazer compras com um cachorro diferente a cada vez , os animais giram como em uma esteira , de um poodle branco a um pastor alemão corpulento .  ",objetiva
3731,adocem en to sobre um antigo costume que é mantido sem interrupção apenas na vila de vl nova em eslovaco . ,objetiva
3732," a primeira parte explora a ascensão dos super-heróis da américa , como superman , mulher maravilha e outros , que estão em constante evolução para refletir os valores em mudança do país .  ",objetiva
3733," a estudante kelly ( imo en nêutron ) tem uma queda por todos os caras depois de um encontro levemente traumático com o sexo oposto , e suas colegas de quarto são extremamente favoráveis , porque para que mais servem os amigos , certo ?  ",objetiva
3734," o filme é conectado por sequências retrospectivas das vidas de antonia , o velho e rudolf , especialmente dos anos de guerra .  ",objetiva
3735," paradise lost : uma tempestade assola key largo , na flórida , e um agressor consegue invadir a casa dos recém-casados .  ",objetiva
3736," juntam en te com o filho simplório de rod ( kevin kline ) e a atraente gerente nina ( jamie lee curtis ) , ele realiza uma reorganização fundamental do parque - como parte da atração para os visitantes , ele quer eliminar todos os animais , exceto os predadores .  ",objetiva
3737," seu amigo michel vem em seu auxílio , mas merge acaba ficando com sua esposa carla e eles começam a fugir juntos .  ",objetiva
3738," mau it o em breve , no entanto , ele revela as verdadeiras cores de justin .  ",objetiva
3739," mas o conhecimento vem de fora , lendo , ouvindo e vendo .  ",objetiva
3740,christine berkeley e doutor . michael scott subiu aos céus para descobrir como os romanos e os bretões viviam há dois mil anos . ,objetiva
3741,uma longa noite os espera em um labirinto subterrâneo cheio de assassinos . ,objetiva
3742," ele se casa com uma boa garota , mas é rude com ela .  ",objetiva
3743," sete voluntários - um enxadrista , um aviador , um músico , um pintor , um corretor financeiro , um escritor e um físico nuclear - deveriam realizar diversas tarefas e contribuir para o esclarecimento da disputa entre os adeptos dos métodos tradicionais de determinação da inteligência e os seguidores do psicólogo howard gardênia , autor da teoria das inteligências múltiplas .  ",objetiva
3744," não és te pomposo thriller erótico , um membro da força de fiscalização do parque yellowstone nos eua vai a roma em busca de sua irmã desaparecida , que mais tarde ele descobre que foi assassinada .  ",objetiva
3745,conheça as maiores e melhores máquinas usadas em campos de batalha ao redor do mundo . ,objetiva
3746," em number , ele foi implantado no protetorado como operador de rádio do grupo aerotransportado clay-eva .  ",objetiva
3747,a única emoção que thoretton conseguiu capturar no rosto de berger é a emoção da amarga batalha do leilão entre os licitantes . ,objetiva
3748," aqui , um jovem de dezesseis anos , kato , junto com sua colega york , tenta encontrar seu lugar no mundo , apesar da falta de ajuda de seus pais .  ",objetiva
3749,isso levanta a questão de onde vojvodovo está realmente localizado hoje . ,objetiva
3750," a trilha leva a garota e lo a bangkok , na tailândia , onde procuram a mãe de uma jovem que cometeu suicídio e cujos olhos muna agora usa .  ",objetiva
3751," a luta pela sobrevivência , na qual quase tudo é permitido , pode começar !  ",objetiva
3752,depois de não terminar o evento de abertura da nova temporada - o atona number - o tricampeão da nascar stokes ace é expulso da equipe . ,objetiva
3753," o filme , produzido pelo conhecido estúdio tromba , que produziu preciosidades como toxic avenger , etc . , pertence desta vez ao gênero ' prisão feminina ' .  ",objetiva
3754,a história fala sobre um lutador de rua e um gangster ( rae - don kim ) . ,objetiva
3755," o capitão frank quer esperar que alguém comece a procurá-los , mas o jovem williams apresenta uma proposta surpreendente : do bichano danificado , poderia ser construído outro avião que pudesse voar .  ",objetiva
3756," de fato , eles encontram o proprietário original , madurece , que afirma que jonathan é seu irmão .  ",objetiva
