,FRASE,OBJ/SUBJ
5195," ele não está feliz só de fazer esse golpe fratricida , ele também quer lucrar o máximo que puder de cem quilos de munição que ele roubou das rojas ( e dos mexicanos ) , seduzir a namorada de um de suas vítimas , e ficar à frente de um policial que era amigo de infância .  ",objetiva
5196," um por um , seus amigos estão abandonando sua peregrinação anual para o torneio de hóquei da escola estadual de michigan , forçando-o a confrontar algumas verdades duras sobre sua obsessão bizarra .  ",objetiva
5197," usando duas equipes de filmagem separadas ( uma equipe toda branca filmando moradores brancos e uma equipe toda preta filmando moradores negros ) , duas cidades de jaspe capturam visões raciais muito diferentes de moradores de jaspe , texas , o local de uma homicídio motivado de um afro-americano em number .  ",objetiva
5200," ele ainda tem que sair da sombra de seu mentor até encontrar um par de cartas de amor no livro que pertenceu a um de seus ídolos , um famoso poeta vitoriano morto há muito tempo .  ",objetiva
5202," com en tara - se em um ex-soldado americano ( washington ) vivendo seus dias em nápoles , itália .  ",objetiva
5206," o pai de anete não morre , seu apetite volta , os médicos começam a ter dúvidas quanto ao prognóstico , e anete tem um problema .  ",objetiva
5210," em breve , toda a equipe está se desintegrando , e bret não poderia estar mais feliz .  ",objetiva
5212," tem en do também pela segurança de sua filha , ela decide que só há uma saída para o casamento : matá-lo .  ",objetiva
5213,te & number ; reich acidentalmente se depara com algumas informações sobre sua origem e decide ir para klein fiscal na áustria . ,objetiva
5216,rudy yellowshirt é um investigador do departamento de polícia e testemunha em primeira mão o doloroso legado da existência indígena . ,objetiva
5218," anton jackson é um homem afro-americano que parece inofensivo o suficiente na superfície , mas é um agente secreto na irmandade dos negros , uma entidade que nivela o campo de jogo contra o establishment todo branco .  ",objetiva
5220," um triângulo amoroso se forma , com rachel , a menos interessada e ansiosa para partir , mas aparecem pistas sobre o paradeiro de sua mãe , assim como seus próprios problemas que tanto rafe quanto matt desejam ajudar .  ",objetiva
5222,podada e seu policial richard partem para encontrar os ladrões - mas acaba sendo difícil e desafiador ! ,objetiva
5223," mas tarde demais ou não , amor à primeira vista é exatamente o que acontece .  ",objetiva
5224," o plano dá errado quando tralha e sua psicose se encontram em um show pago e as mesas são viradas , destruídas e queimadas .  ",objetiva
5230," sem família e sozinha , ela só pode confiar seus problemas a simon ( ray dalton ) .  ",objetiva
5234," a viagem os leva do centro da cidade para uma cerimônia de missa negra satânica , e nas profundezas de suas próprias almas , enquanto eles procuram por johann hans haizmann , o anticristo .  ",objetiva
5235,és te sétimo longa do diretor chicago cover usa a liberdade de acesso proporcionada pela câmera digital para enfatizar a qualidade visceral da história . ,objetiva
5237,sua amada esposa maca promete ajudá-lo a sair da prisão . ,objetiva
5238,fedo o atirador é enviado pelo czar para encontrar alguma comida especial para a visita do embaixador estrangeiro . ,objetiva
5239," após um casamento fracassado com ali macera , uma apreensão de cocaína e rumores de envolvimento com o assassinato do clube de algodão , ele desapareceu na quase obscuridade .  ",objetiva
5240,o cientista é condenado à prisão pelo grande conselho da federação galáctica . ,objetiva
5241," quando o chefe da ordem morre , alex é enviado a roma para investigar as circunstâncias misteriosas que cercam a morte .  ",objetiva
5243," amor é bonita , mas careca , meio tem pêlos excessivos no corpo ( que de alguma forma resultou de uma agressão sexual ) , hang tem uma grande marca de nascença vermelha no rosto , e pão tem olhos anormalmente pequenos .  ",objetiva
5245," quando uma lesão no ombro encerrou sua carreira de arremessador da liga menor doze anos atrás , jim morris recorreu à próxima melhor coisa : treinar .  ",objetiva
5246," en quanto isso , um vigarista invade seus apartamentos e vasculha seus pertences pessoais , revelando assim segredos escondidos .  ",objetiva
5249,já se passaram number anos desde os eventos do segundo filme . ,objetiva
5251," na década de number , jacobina , filha de imigrantes alemães para o sul do brasil , começa a romper com as igrejas católica e luterana para pregar a cura do corpo através da limpeza da alma .  ",objetiva
5253,seu médico de família está perplexo ; seu exame revela que a história dela é verdadeira ! ,objetiva
5255," em breve , contra suas próprias expectativas e o desprezo de seus amigos , andy se apaixona por essa garota aparentemente simples que possui uma paixão pela vida que ele nunca imaginou ser possível .  ",objetiva
5256," a confecção do dragão enfatiza e exagera todos os momentos excessivamente dramáticos , enredos simplistas e elementos farsescos que compõem os filmes do gênero kung-fu .  ",objetiva
5257," johann hans haizmann , que viveu na década de number , foi um pintor e um indivíduo profundamente perturbado .  ",objetiva
5264," juntos , eles devem lutar contra um bando dos piratas mais traiçoeiros do mundo , liderados pelo amaldiçoado capitão barbosa , a fim de salvar elizabeth , o amor da vida de will , bem como recuperar o tesouro perdido que jack procura . .  ",objetiva
5265,és se casal improvável comprova a regra de que no amor não há regras e o casal se encontra e se apaixona profundamente à primeira vista . ,objetiva
5266," separado de sua esposa , louis terá a oportunidade de descobrir o que é mais importante . . .  ",objetiva
5267," toledo aguarda na rua a saída do amante de ana ( gustavo gare & number ; não ) e inicia uma perseguição-investigação única que durará a noite inteira , para descobrir , antes confrontando-o , quem é esse homem e onde ele conheceu ana .  ",objetiva
5270," no mundo implacável da televisão infantil , rainbow bandolim , a estrela fantasiada e corrupta de um popular programa de televisão infantil , é demitido por causa de um escândalo de suborno e substituído por mocha limpinho , um rinoceronte fusca inchado .  ",objetiva
5271," inicial en te relutante em ajudar , a consciência de daniel acaba levando a melhor sobre ele .  ",objetiva
5272,ela descobre ainda que sua irmã estava trabalhando como garçonete em um estabelecimento adulto subterrâneo incomum em detroit chamado playground . ,objetiva
5273,calvin agora tem poderes inacreditáveis ​​no basquete e tem a chance de jogar pela basquete . ,objetiva
5274," pétrea e karl devem trabalhar juntos para impedir pietro , um gângster de sangue frio , que matará qualquer um que entrar em seu caminho .  ",objetiva
5275," com coragem e determinação , molly guia as meninas em uma jornada épica , um passo à frente das autoridades , por mais de number milhas do interior da austrália em busca da cerca à prova de coelhos que corta o continente e as levará para casa . .  ",objetiva
5277,cinco horas atrás o ` ` vírus te ` ` foi ` ` acidentalmente ` ` liberado . ,objetiva
5279,sua bolsa de estudos e seus sonhos estão em jogo e jenny faz uma montanha-russa emocional no caminho para resolver isso . ,objetiva
5284," ambos , grisu e rupia estão em uma situação ; onde de um lado está o amor deles por anna e do outro lado está a convicção de lutar pela justiça .  ",objetiva
5286,e a pequena luz vermelha de uma mira de rifle a laser é a prova de que o chamador não está brincando . ,objetiva
5287,há aquele em que os turistas vêm testar a sorte nos cassinos e há aquele em que todos os perdedores acabam . ,objetiva
5288," no entanto , foram suas atividades artísticas pouco conhecidas antes da guerra que aguçaram seu olho perspicaz .  ",objetiva
5289," ela é uma artista , mas não pega um pincel há um ano .  ",objetiva
5290," em number , o capitão cameron macaulay decidiu se casar novamente e retorna ao seu castelo para tirar o retrato de sua falecida esposa .  ",objetiva
5292," ainda assim , poderia se tornar realidade , se ela lidasse com sua vida de forma mais genuína .  ",objetiva
5293,o destino intervém e junta o par improvável por uma noite . ,objetiva
5297," fascinada , ela o persegue , empenhada em saber quem ele é e de onde ele vem .  ",objetiva
5298," acostumada a viver na pobreza , parecia impossível para casas e ary terem uma vida confortável e farta até que doa proclamemos viesse trazê-los para sua casa .  ",objetiva
5300,ele pode matar repetidamente e ainda sair o vencedor ? ,objetiva
5303," ocasional en te , a família faz um jogo bizarro : quando alguém toca uma campainha , todos têm que se despir o mais rápido possível , mergulhar na piscina e pegar o peixe de madeira na piscina .  ",objetiva
5306,já teve uma dessas vidas onde nada parece dar certo ? ,objetiva
5307,a polícia local paga e os seguranças da escola deveriam garantir que a escola ficasse vazia depois do expediente . ,objetiva
5308," um drama poético sobre um jovem militar chamado sean que recebe uma fita de vídeo de um assassinato , apenas para descobrir que é uma operação do governo na qual ele interferiu .  ",objetiva
5310,mostrando esta bela cidade vista pelos olhos de seu filho favorito em seus momentos mais frenéticos . ,objetiva
5312,uma pequena casa fica em uma colina com vista para o mar interior . ,objetiva
5317," transige en te em seu trabalho , cultiva é tão dedicado à sua vida privada quanto um marido honesto e pai de dois meninos .  ",objetiva
5321," mas desta vez , eles vão ter que enfrentar tanto a polícia - quanto a máfia !  ",objetiva
5322," quando ela chegar , mademoiselle com , com sua imaginação sem fim , fará uma verdadeira revolução no ensino fundamental e principalmente no grupo 6d .  ",objetiva
5323," mas as coisas , sem saber , começam a azedar quando o namorado descontente de danielle começa a investigar o passado de ` ` gil harris ' ` ` para descobrir qualquer sujeira nele .  ",objetiva
5330," ele conhece sunny , uma vendedora de cachorro-quente imigrante afegã , cujo filho é aspirante a rapper , entre outros , e se apaixona por laila , uma estilista que ainda carrega as expectativas de seus pais tradicionais .  ",objetiva
5331," múltiplos planos de experiência que se cruzam , muitas vezes atolados em uma história sórdida do sonho / império americano ( voz és em destaque incluem prisioneiros do corredor da morte da flórida , poetas palestinos e a romancista kathy lange ) procuram produzir novas áreas de resolução .  ",objetiva
5334," e francisco promete que , depois de construído o cassino , ele terá tempo para as crianças .  ",objetiva
5335," ` ` na vida , primeiro organizamos grandes pedras ( pedras ) como amor , amizade , família e uma carreira . ` `  ",objetiva
5336," o irmão mais novo de parava-se , larvas ( mielina soma ) está apaixonado por uma garota tribal , nitrila ( vario guarni ) .  ",objetiva
5338," a história do primeiro submarino balístico nuclear da soviética , que sofreu um mau funcionamento em seu reator nuclear em sua viagem inaugural no atlântico norte em number .  ",objetiva
5340," ele é o capitão de um time de boliche disfuncional , ele é um filhinho da mamãe , mas mais importante , ele ama aida .  ",objetiva
5341," como o fim dos tempos se aproxima , um anjo e um demônio devem se unir para resolver toda a bagunça . . .  ",objetiva
5342,existem dois caminhos distintos na vida bom vs . mal . ,objetiva
5343," és te filme gira em torno do novo mok & number ; mon bonsai , um inseto vegetariano único cujos únicos parentes são bonsai de outros pontos no tempo .  ",objetiva
5344," en tão o impensável acontece : uma bomba nuclear explode na cidade australiana , e os estados unidos rapidamente culpam os russos .  ",objetiva
5345,mas este último está atualmente em uma cela de prisão sueca . ,objetiva
5347,as coisas ficam feias quando o diretor do cassino ( alec baldwin ) tenta acabar com o romance . ,objetiva
5348,ele decide que deve pensar em um plano que atingirá o banco onde mais dói - em seu cofre onde todo o dinheiro é guardado . ,objetiva
5354," en quanto isso , um fazendeiro e seu filho partem em uma missão pessoal para caçar a trepadeira .  ",objetiva
5356," dia sim , dia não , a mesma rotina se repete .  ",objetiva
5357,o primeiro envolve um bando de cinco adolescentes que fogem de um centro de reabilitação de drogas para lucrar com uma promessa questionável de salvação do reverendo psicopata saldo júnior . ( vincent lamberia ) . ,objetiva
5358," no interior e através do mato com os comentários sempre presentes de sua esposa ferri ecoando pelo campo ( ' isso foi por pouco , steve ! ' ) , o caçador de crocodilos está fora para salvar o lindo crocodilo e realoque-o .  ",objetiva
5359," no entanto , o guarda britânico frio ( bale ) é rápido para terminar esta visita , jogando a mãe de bobby para fora !  ",objetiva
5360," com o fiel servo de edgar , emendar , george sai .  ",objetiva
5361,uma mulher abusada ( lopez ) descobre que o homem dos sonhos ( campbell ) com quem ela se casou não era quem ela pensava que ele era . ,objetiva
5362," o mestre prega sua autoproclamada sabedoria espiritual e , eventualmente , seleciona o mais confiável ( ou seja  ",objetiva
5368," doutor . clave , que há muito queria possuir stella é deixada para contar sua história : ' uma das mais tristes que conheço ' .  ",objetiva
5372," no dia seguinte , cacá é atacado por dois meninos de rua que queriam algum dinheiro , e acha que apud está de alguma forma envolvido .  ",objetiva
5373," juntos , eles cruzam a fronteira em vastas extensões de deserto canadense por quatro dias inesquecíveis ` ` cheios de terror , cheios de admiração . ` `  ",objetiva
5376," jim , stifler e alasca retornam no último filme americano de torta .  ",objetiva
5379," jamie lee curtis ( vereda de iras mentiras ) e lindsay johan ( a armadilha dos pais ) estrelam o remake do clássico da disney de number , freaky ferida .  ",objetiva
5380,és está cidade temporária é a number terceira maior de nevada . ,objetiva
5381," uma observação e reflexão sobre a vida contemporânea no reino unido a partir de um diretor com visão eclética única , uma tentativa poética de definir o que é viver neste país .  ",objetiva
5384," no final , o namoro extremo levará ao amor verdadeiro ?  ",objetiva
5387," enquanto os pacientes desaparecem misteriosamente , e a contagem de corpos aumenta , mesmo os exterminadores , trataste general ` ` hans ` ` ( john paul young ) e seu assistente ` ` jim ` ` ( adam redonda ) não são concorrentes para a força impressionante desta linhagem híbrida de roedor .  ",objetiva
5391," como ele experimenta cada aberração , o artista entra em um estado quase de transe , durante o qual ele pinta o que vê .  ",objetiva
5397,chance é uma comédia negra sobre o quão difícil é encontrar ` ` aquele ` ` . ,objetiva
5398," cancelando uma viagem ao mundo da disney com seu filho , ele decide levar o menino junto .  ",objetiva
5400," lambi en andado no verão de number durante a segunda guerra mundial , o filme traça a trajetória de pessoas simples lançadas em vidas extraordinárias , revelando a chama calorosa da esperança e da humanidade que perdura , mesmo em tempos de guerra e desespero .  ",objetiva
5401,uma tarde eles descobrem o cadáver de uma jovem flutuando na água . ,objetiva
5403," uma garota holandesa está ficando cansada de sempre perder seus namorados , então quando ela perde seu mais novo ` ` ganho ` ` ela decide seguir max ( seu amigo ) para nova york onde ele está começando uma carreira como ator .  ",objetiva
5404," no entanto , alasca também tem um dilema quando , após sábias palavras de stiffler , a mãe de stifler e o pai de stifler ( interpretado por tim allen ) decidem renovar seus votos e se casar novamente .  ",objetiva
5405," quando um grupo de adolescentes ganha um concurso para passar uma noite na casa de infância de michael myers para ser transmitido ao vivo pela internet , eles acreditam que estão em busca de um pouco de diversão e publicidade gratuita .  ",objetiva
5406," ela passa a noite com apud , um dos músicos .  ",objetiva
5412," gaie ) - iria desenterrar um mundo decadente de drogas e violência , revelando uma equipe heterogênea do ventre de la , incluindo o ex-con david linda ( dylan mcdermott ) , empresário de boate eddie nash ( eric booliana ) , o mais improvável de todos . heróis americanos - lenda pornô john holmes ( val killer ) - a ex-esposa de holmes sharon ( lisa kudrow ) e sua amante adolescente dawn schiller ( kate bosworth ) .  ",objetiva
5413," chafurdando em ancestralidade por anos , ele decide cometer suicídio .  ",objetiva
5415," quando dois garotos de treze anos se apaixonam profundamente por ela , eles se encontram em rota de colisão um com o outro que poderia não apenas destruir sua amizade , mas levar a pequena cidade de desmamada , alabama com eles .  ",objetiva
5416,a história principal envolve um adolescente inocente e uma adolescente conivente que se encontram em uma praia em um verão no sul do brasil . ,objetiva
5417," lucy se afasta dele , decidindo tomar tempo para tomar essa decisão por si mesma .  ",objetiva
5419," como sua família é cercada para ser enviada para os campos de trabalho nazistas , ele escapa da deportação e escapa da captura vivendo nas ruínas de varsóvia .  ",objetiva
5420,parece que nada é capaz de distrair simon john de trabalhar em seu tão esperado segundo livro . ,objetiva
5422," no entanto , eles devem fazer o produto miga baby antes que possam resolver seus assuntos pessoais .  ",objetiva
5425," ambientado no início da década de number , este é o conto de um jovem cuja noiva foi morta , mas que se apaixona por outra mulher , mesmo enquanto ainda vive com os pais de sua noiva em luto e é arrastado para a batalha legal para levar seu assassino à justiça .  ",objetiva
5427," um intenso drama de relacionamento que assume a forma de um mistério , o evento gira em torno de uma série de mortes inexplicáveis ​​que ocorrem entre a comunidade gay no elegante distrito de chelsea de nova york .  ",objetiva
5429,chá de se passa no mundo dos jogadores de pôquer que trabalham nos clubes e bares de martini de los angeles . ,objetiva
5433," en quanto a realidade sangra em alucinação , rolho decide levar o homem para passear .  ",objetiva
5436," um ( iogue ) faz isso por amor aos quadrinhos , enquanto a outra loja , administrada por uma equipe de marido e mulher ( apport e longe ) está nela estritamente pelo dinheiro .  ",objetiva
5437,as pessoas querem linchá-lo e kiwi só pode impedir isso . ,objetiva
5438," o filme é estrelado por jim avezes como dantes , um marinheiro que é falsamente acusado de traição por seu melhor amigo fernand ( cara pearce ) , que quer a namorada de dantes mercedes ( amara dominczyk ) para si .  ",objetiva
5439,doutor . evil e mini-me de alguma forma escaparam de uma prisão de segurança máxima e a dupla se junta a goldmember . ,objetiva
5441," no final , ambos chegam a uma nova compreensão do que é importante e parecem estar estabelecidos em novas direções éticas e morais .  ",objetiva
5442," um thriller geopolítico onde gerry anderson descobre que , às vezes , todo mundo realmente está atrás de você .  ",objetiva
5444," apo és ar de os cachorros aparentemente terem tudo em mãos , ele decide ficar com os cachorros e correr com eles na corrida local , o desafio ártico , cuspindo um homem da montanha ( interpretado por james combure ) que quer os cachorros .  ",objetiva
5446," assista como o supera resgata anthony , um cara ingênuo e adorável por quem o supera se apaixona e se apaixona . watch  ",objetiva
5450," de pois de testemunhar um evento horrível e traumático , julia aurora ( laura condessa ) , uma estudante de pós-graduação em psicologia , gradualmente percebe que tudo o que a assustava quando criança poderia ser real .  ",objetiva
5452,seu objetivo tão lutado de uma vida familiar harmônica parece alcançado . ,objetiva
5453," en fr en tanto seu passado , cultural e emocionalmente , até se vê presa no movimento independente da armênia , e na crise de compromisso com o homem por quem ela se apaixona .  ",objetiva
5454," amai , tendo abandonado a faculdade com doze créditos restantes , trabalha em uma loja de flores , esperando seu tempo até que ela possa fazer com que eric entenda o que ela sabe no fundo o que ela quer fazer - ser mãe .  ",objetiva
5456,um serial killer chamado shin-hyun se entrega à polícia . ,objetiva
5457," o problema em questão é o teste em animais , com o qual elle fica preocupada quando os pais de seu cachorro não podem comparecer ao casamento do animal por causa disso .  ",objetiva
5458,bob pombalina é um redator premiado que realmente quer ser roteirista . ,objetiva
5459," mas há um dilema político : se alguém é preso antes de cometer um assassinato , pode a pessoa ser acusada do assassinato , que - por causa da prisão - nunca ocorreu ?  ",objetiva
5460," como o personagem principal , o escolhido , obedecer parte para vingar a morte de seus pais nas mãos do mestre do kung-fu pain .  ",objetiva
5461,alegre e perfeita judy e suas irmãs alfa ômega pai planejam ganhar a fraternidade do ano impressionando o conselho grego com uma caridade matadora : treinar atletas com deficiência mental para os jogos regionais com desafios . ,objetiva
5463," de it ado no meio daquelas flores , ele se dedica ao seu desejo de amor .  ",objetiva
5464,és está é a história de alguns dos que deixaram . ,objetiva
5469,um marinheiro ( derek luke ) propenso a explosões violentas é enviado a um psiquiatra naval ( washington ) para obter ajuda . ,objetiva
5470,e alguns desses fantasmas são bem hostis . ,objetiva
5471," de pois de perceber o que havia acontecido e não ter certeza do que mais fazer , ele começou a capturar os eventos que se desenrolavam ao seu redor .  ",objetiva
5472," usando apenas um telefone , uma câmera polaroid e sua inteligência , ele recupera o controle sobre sua vida , transformando-se de peão em mestre de marionetes em um conto perverso de vingança .  ",objetiva
5473," quando o funcionário da máquina é particularmente rude com ele , ele se vinga multando seu caminhão estacionado em fila dupla ; o funcionário sai correndo e deixa seu carrinho para trás .  ",objetiva
